iso3,year,inflation_cpi
ITA,1990,6.456608
ITA,1991,6.25
ITA,1992,5.270588
ITA,1993,4.626732
ITA,1994,4.051841
ITA,1995,5.235423
ITA,1996,4.00698
ITA,1997,2.043106
ITA,1998,1.955088
ITA,1999,1.663458
ITA,2000,2.537687
ITA,2001,2.785166
ITA,2002,2.46532
ITA,2003,2.672559
ITA,2004,2.206736
ITA,2005,1.985294
ITA,2006,2.090843
ITA,2007,1.829738
ITA,2008,3.347834
ITA,2009,0.7747682
ITA,2010,1.525516
ITA,2011,2.780633
ITA,2012,3.041363
ITA,2013,1.219992
ITA,2014,0.2410575
ITA,2015,0.03878675
ITA,2016,-0.0940214
ITA,2017,1.226533
ITA,2018,1.137488
ITA,2019,0.6112469
ITA,2020,-0.1377076
ITA,2021,1.873783
ITA,2022,8.20129
ITA,2023,5.622194
JPN,1980,7.7
JPN,1981,4.9
JPN,1982,2.8
JPN,1983,1.9
JPN,1984,2.3
JPN,1985,2.0
JPN,1986,0.6
JPN,1987,0.1
JPN,1988,0.7
JPN,1989,2.3
JPN,1990,3.1
JPN,1991,3.3
JPN,1992,1.6
JPN,1993,1.3
JPN,1994,0.7
JPN,1995,-0.1
JPN,1996,0.1
JPN,1997,1.8
JPN,1998,0.6
JPN,1999,-0.3
JPN,2000,-0.7
JPN,2001,-0.7
JPN,2002,-0.9
JPN,2003,-0.3
JPN,2004,0.0
JPN,2005,-0.3
JPN,2006,0.3
JPN,2007,0.0
JPN,2008,1.4
JPN,2009,-1.4
JPN,2010,-0.7
JPN,2011,-0.3
JPN,2012,0.0
JPN,2013,0.4
JPN,2014,2.7
JPN,2015,0.8
JPN,2016,-0.1
JPN,2017,0.4841998
JPN,2018,0.9890946
JPN,2019,0.4687762
JPN,2020,-0.02499583
JPN,2021,
JPN,2022,
JPN,2023,
LTU,1980,
LTU,1981,
LTU,1982,
LTU,1983,
LTU,1984,
LTU,1985,
LTU,1986,
LTU,1987,
LTU,1988,
LTU,1989,
LTU,1990,
LTU,1991,
LTU,1992,1020.621
LTU,1993,410.4519
LTU,1994,72.25468
LTU,1995,39.64763
LTU,1996,24.62519
LTU,1997,8.881048
LTU,1998,5.067554
LTU,1999,0.7275506
LTU,2000,0.9816155
LTU,2001,1.36712
LTU,2002,0.2815066
LTU,2003,-1.134309
LTU,2004,1.164103
LTU,2005,2.658485
LTU,2006,3.73912
LTU,2007,5.737174
LTU,2008,10.92589
LTU,2009,4.453044
LTU,2010,1.319214
LTU,2011,4.130276
LTU,2012,3.089983
LTU,2013,1.047479
LTU,2014,0.103758
LTU,2015,-0.8840974
LTU,2016,0.9055251
LTU,2017,3.722889
LTU,2018,2.697928
LTU,2019,2.334509
LTU,2020,1.199894
LTU,2021,4.683544
LTU,2022,19.70505
LTU,2023,9.11732
LUX,1980,6.299902
LUX,1981,8.07295
LUX,1982,9.35705
LUX,1983,8.669271
LUX,1984,6.435856
LUX,1985,4.093587
LUX,1986,0.294565
LUX,1987,-0.05666491
LUX,1988,1.436591
LUX,1989,3.370963
LUX,1990,3.253765
LUX,1991,3.118359
LUX,1992,3.154169
LUX,1993,3.588104
LUX,1994,2.19476
LUX,1995,1.867698
LUX,1996,1.183861
LUX,1997,1.367511
LUX,1998,0.9585662
LUX,1999,1.025194
LUX,2000,3.150768
LUX,2001,2.663822
LUX,2002,2.074089
LUX,2003,2.04984
LUX,2004,2.225681
LUX,2005,2.487693
LUX,2006,2.666315
LUX,2007,2.312459
LUX,2008,3.40188
LUX,2009,0.368042
LUX,2010,2.273679
LUX,2011,3.410683
LUX,2012,2.662842
LUX,2013,1.73404
LUX,2014,0.628544
LUX,2015,0.4747432
LUX,2016,0.2908333
LUX,2017,1.7308
LUX,2018,1.528195
LUX,2019,1.743321
LUX,2020,0.8199573
LUX,2021,2.52692
LUX,2022,6.336008
LUX,2023,3.741404
LVA,1980,
LVA,1981,
LVA,1982,
LVA,1983,
LVA,1984,
LVA,1985,
LVA,1986,
LVA,1987,
LVA,1988,
LVA,1989,
LVA,1990,
LVA,1991,
LVA,1992,951.6962
LVA,1993,108.9896
LVA,1994,35.92471
LVA,1995,24.97593
LVA,1996,17.61046
LVA,1997,8.447392
LVA,1998,4.644212
LVA,1999,2.364815
LVA,2000,2.654253
LVA,2001,2.487044
LVA,2002,1.938879
LVA,2003,2.942643
LVA,2004,6.192384
LVA,2005,6.748452
LVA,2006,6.536199
LVA,2007,10.09298
LVA,2008,15.40232
LVA,2009,3.534107
LVA,2010,-1.084636
LVA,2011,4.370736
LVA,2012,2.257789
LVA,2013,-0.02945478
LVA,2014,0.6204923
LVA,2015,0.1742414
LVA,2016,0.1406308
LVA,2017,2.930369
LVA,2018,2.53446
LVA,2019,2.811403
LVA,2020,0.2190611
LVA,2021,3.275814
LVA,2022,17.31029
LVA,2023,8.938056
NLD,1980,6.513452
NLD,1981,6.73893
NLD,1982,5.911094
NLD,1983,2.740841
NLD,1984,3.301638
NLD,1985,2.258587
NLD,1986,0.08334722
NLD,1987,-0.6912059
NLD,1988,0.7379455
NLD,1989,1.082161
NLD,1990,2.454089
NLD,1991,3.158203
NLD,1992,3.183581
NLD,1993,2.584182
NLD,1994,2.801527
NLD,1995,1.92322
NLD,1996,1.949368
NLD,1997,2.109246
NLD,1998,1.959136
NLD,1999,2.157179
NLD,2000,2.360522
NLD,2001,4.155841
NLD,2002,3.287531
NLD,2003,2.091998
NLD,2004,1.263647
NLD,2005,1.68813
NLD,2006,1.101501
NLD,2007,1.613859
NLD,2008,2.486502
NLD,2009,1.189777
NLD,2010,1.275306
NLD,2011,2.34107
NLD,2012,2.455548
NLD,2013,2.506899
NLD,2014,0.9760351
NLD,2015,0.6002482
NLD,2016,0.3166667
NLD,2017,1.381459
NLD,2018,1.703498
NLD,2019,2.633699
NLD,2020,1.27246
NLD,2021,2.67572
NLD,2022,10.00121
NLD,2023,3.838393
NOR,1980,10.87866
NOR,1981,13.64296
NOR,1982,11.341
NOR,1983,8.465244
NOR,1984,6.218274
NOR,1985,5.714855
NOR,1986,7.176493
NOR,1987,8.717048
NOR,1988,6.676366
NOR,1989,4.546144
NOR,1990,4.131033
NOR,1991,3.438196
NOR,1992,2.328085
NOR,1993,2.288269
NOR,1994,1.375675
NOR,1995,2.460368
NOR,1996,1.262532
NOR,1997,2.566923
NOR,1998,2.252413
NOR,1999,2.365967
NOR,2000,3.085506
NOR,2001,3.004197
NOR,2002,1.286725
NOR,2003,2.487826
NOR,2004,0.4544985
NOR,2005,1.532134
NOR,2006,2.32935
NOR,2007,0.7125891
NOR,2008,3.753931
NOR,2009,2.197386
NOR,2010,2.418906
NOR,2011,1.284952
NOR,2012,0.6968641
NOR,2013,2.120486
NOR,2014,2.041703
NOR,2015,2.171137
NOR,2016,3.55
NOR,2017,1.875101
NOR,2018,2.764831
NOR,2019,2.16773
NOR,2020,1.286585
NOR,2021,3.483881
NOR,2022,5.764123
NOR,2023,5.51785
NZL,1980,17.15056
NZL,1981,15.37015
NZL,1982,16.16369
NZL,1983,7.341074
NZL,1984,6.17125
NZL,1985,15.41766
NZL,1986,13.2134
NZL,1987,15.74429
NZL,1988,6.375257
NZL,1989,5.715991
NZL,1990,6.098439
NZL,1991,2.602399
NZL,1992,1.014557
NZL,1993,1.28821
NZL,1994,1.745376
NZL,1995,3.754941
NZL,1996,2.285714
NZL,1997,1.187151
NZL,1998,1.26524
NZL,1999,-0.1142663
NZL,2000,2.615233
NZL,2001,2.625821
NZL,2002,2.677091
NZL,2003,1.753576
NZL,2004,2.290249
NZL,2005,3.037021
NZL,2006,3.365404
NZL,2007,2.376143
NZL,2008,3.958944
NZL,2009,2.115656
NZL,2010,2.302026
NZL,2011,4.027903
NZL,2012,1.059918
NZL,2013,1.134418
NZL,2014,1.227513
NZL,2015,0.2927033
NZL,2016,0.6462373
NZL,2017,1.850787
NZL,2018,1.598298
NZL,2019,1.619632
NZL,2020,1.714562
NZL,2021,3.941121
NZL,2022,7.172225
NZL,2023,5.733163
POL,1980,
POL,1981,
POL,1982,
POL,1983,
POL,1984,
POL,1985,
POL,1986,
POL,1987,
POL,1988,
POL,1989,
POL,1990,812.15
POL,1991,71.56667
POL,1992,42.85
POL,1993,35.475
POL,1994,32.19167
POL,1995,28.125
POL,1996,19.90833
POL,1997,14.95
POL,1998,11.86667
POL,1999,7.258333
POL,2000,10.09167
POL,2001,5.475
POL,2002,1.941667
POL,2003,0.8416666
POL,2004,3.491667
POL,2005,2.133333
POL,2006,1.033333
POL,2007,2.491667
POL,2008,4.216667
POL,2009,3.45
POL,2010,2.583333
POL,2011,4.266667
POL,2012,3.7
POL,2013,0.9
POL,2014,-0.025
POL,2015,-0.9333333
POL,2016,-0.5833333
POL,2017,1.975
POL,2018,1.666667
POL,2019,2.308333
POL,2020,3.4
POL,2021,5.1
POL,2022,14.3
POL,2023,11.56667
PRT,1980,15.86748
PRT,1981,19.04041
